1.9945,0.98667,0.28104
2.81,1.3433,0.4818
1.5928,1.5,0.41483
1.3346,1.94,0.70899
0.60891,2.3567,0.97786
-0.31115,2.4833,0.99988
0.80628,2.6933,0.59642
-0.06398,2.81,1.2379
1.5278,2.9267,0.41336
0.74656,2.9333,1.3515
-0.16697,3,0.70214
0.92869,3.2333,0.60136
-1.1727,3.2533,0.059938
-2.595,1.8633,1.0728
0.66398,0.94,0.29005
2.2481,1.3233,0.6011
2.2939,2.1633,0.47478
1.8294,2.57,0.26863
2.3882,3.0833,0.15152
-0.15005,3.5767,0.37199
0.42673,3.99,0.38795
2.1672,3.9333,0.41523
-0.36328,3.6967,0.25864
0.27099,2.9367,0.36098
-1.1721,2.2967,0.30838
0.71259,2.0033,0.21644
1.791,1.7333,0.24435
1.6576,1.6833,0.27206
2.0098,2.4,0.32212
1.7681,2.4567,0.52334
1.1273,2.6067,0.16263
0.94873,2.8467,0.20711
0.48842,2.9233,0.20111
1.0616,2.9667,0.43435
1.2575,2.9633,0.16656
1.9308,3.33,0.12751
0.7311,3.4533,0.80561
2.1888,3.4633,0.31824
1.1408,3.49,0.24622
1.3625,3.4567,0.40358
0.29706,3.5767,0.45615
2.5143,3.9733,0.50261
1.3728,4.0767,0.45181
1.9404,4.0733,0.39099
2.2478,4.1667,0.68191
2.4468,4.5567,0.64564
0.40793,4.9133,0.81955
0.68945,5.41,0.96327
0.87719,5.5633,0.84624
0.90171,4.8233,0.41533
0.06885,3.99,0.5053
0.91805,3.8933,0.95258
0.7767,4.1733,1.0933
2.012,4.7867,1.1062
1.6771,5.98,1.0502
0.73211,5.9433,0.98126
0.43499,5.9167,1.4064
1.5352,6.5667,1.029
0.29369,8.3267,1.2704
0.5911,8.9833,1.3969
-0.4351,8.94,1.278
-0.156,8.5733,1.3961
0.19812,7.88,1.3857
0.86586,6.7033,0.82142
-1.083,5.5667,1.3082
2.735,3.8567,1.5212
0.60184,4.5633,1.3097
0.70166,5.4733,1.0148
0.32374,4.75,0.82755
1.7839,3.54,1.5456
2.2622,4.3,0.61484
0.96725,4.74,0.93121
1.6313,5.1433,1.2664
2.5217,6.5367,1.1609
1.1709,7.8167,1.5132
-0.39976,10.56,1.8909
0.92667,9.9967,1.9741
-0.65269,9.3233,1.8743
0.1968,11.25,2.3441
-1.0633,12.09,2.8566
-0.5387,9.3467,2.8978
-1.3483,6.3033,2.2488
0.76765,5.42,1.4834
1.6863,6.16,1.7724
1.48,5.4133,1.6575
2.1859,4.8267,1.0406
0.78001,5.1967,1.0116
0.51316,5.2833,1.288
0.76311,4.8733,1.758
1.279,4.66,1.5937
1.9008,5.1567,1.3995
1.7273,5.82,1.2271
-0.10204,6.5133,2.1438
0.48296,6.7567,1.4771
3.6114,7.2833,1.8215
1.0409,8.1,1.6596
1.4504,9.5833,2.0785
0.22176,10.073,1.7747
0.24429,10.18,2.3837
0.93021,10.947,2.1122
0.24448,13.577,1.9756
0.34369,15.047,2.0588
-2.1279,12.687,2.1704
-0.22412,9.8367,2.274
1.5889,15.853,2.7266
2.0934,16.57,2.47
-0.7846,17.78,1.8564
1.1895,17.577,1.7878
-1.0347,13.587,1.8588
-1.7304,14.227,1.3866
0.67422,14.513,1.1958
-0.54755,11.007,1.4286
0.057939,9.2867,1.1059
1.2768,8.6533,0.80682
2.297,8.8033,0.68024
1.9387,9.46,1.0424
2.0588,9.43,0.7351
1.869,9.6867,1.0589
1.7298,10.557,0.838
0.9605,11.39,0.8059
0.68487,9.2667,0.66576
0.80001,8.4767,1.1387
0.93873,7.9233,0.62761
1.4145,7.9,0.57666
0.8075,8.1033,0.57855
0.84194,7.8267,0.48389
0.30371,6.92,0.40433
1.0444,6.2067,0.41296
0.37506,6.2667,0.55931
0.7322,6.22,0.73528
1.1851,6.65,0.67293
0.88583,6.8433,0.72504
1.6644,6.9167,0.82718
0.65975,6.6633,0.78273
1.2595,7.1567,0.96177
0.5172,7.9833,1.1725
1.3508,8.47,0.80168
0.98754,9.4433,1.0947
0.75989,9.7267,1.033
0.78123,9.0833,0.72453
0.31641,8.6133,0.6963
1.0512,8.25,1.1023
0.40967,8.2433,1.0302
-0.060955,8.16,0.89612
-0.48007,7.7433,0.76408
-0.6594,6.4267,0.9971
0.58362,5.8633,0.68396
0.41717,5.6433,0.73271
0.55906,4.8167,0.53957
1.1601,4.0233,0.42814
1.0788,3.77,0.63383
0.91982,3.2567,0.47169
1.0068,3.0367,0.67321
0.295,3.04,0.56827
0.49185,3,0.60669
0.56364,3.06,0.59751
1.0972,2.99,0.51854
1.0679,3.2133,0.4831
1.288,3.94,0.49708
0.56058,4.4867,0.54057
1.1088,5.1667,0.55111
0.45948,5.81,0.57615
0.37966,6.02,0.44258
0.66608,5.7967,0.47638
0.85283,5.72,0.49256
0.73502,5.3633,0.53995
1.6189,5.2433,0.38054
0.87673,5.3067,0.28153
1.1126,5.28,0.50632
0.65502,5.2767,0.61838
1.5809,5.5233,0.26991
1.1722,5.5333,0.35619
0.69285,5.5067,0.33325
1.0828,5.52,0.16303
0.92899,5.5,0.21103
1.1529,5.5333,0.3752
1.6522,4.86,0.31328
1.0221,4.7333,0.40027
0.88936,4.7467,0.33234
1.231,5.0933,0.36617
1.8108,5.3067,0.45677
0.24613,5.6767,0.75339
1.8946,6.2733,0.56533
0.082217,6.52,0.64742
0.7636,6.4733,0.53916
-0.41808,5.5933,0.64221
0.61002,4.3267,0.6919
-0.51872,3.4967,0.33047
0.83287,2.1333,0.30088
0.5672,1.7333,0.31419
0.37017,1.75,0.38162
0.60572,1.74,0.44711
0.19726,1.4433,0.54675
0.38343,1.25,0.61691
1.0577,1.2467,0.30125
1.664,1.0167,0.55953
1.3416,0.99667,0.49348
0.73659,1.0033,0.85834
0.54384,1.01,0.82739
0.94914,1.4333,0.64069
0.62423,1.95,0.72104
1.3389,2.47,0.90093
0.44912,2.9433,0.69309
0.87766,3.46,0.9528
0.32429,3.98,0.77961
1.2123,4.4567,0.76398
0.26825,4.9067,0.80367
-0.011589,5.2467,0.68916
0.84719,5.2467,0.35013
0.067574,5.2567,1.1125
0.91317,5.25,0.55625
1.0534,5.0733,0.3452
0.66742,4.4967,0.44719
